"ref_area","ref_area.label","source","source.label","indicator","indicator.label","time","obs_value","note_indicator","note_indicator.label","note_source","note_source.label"
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",11.66,,,,
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",11.92,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",11.92,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",12.86,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",13.57,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",14.81,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",15.43,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"CZE","Czechia","FI:8252","ADM-RWO - Estimations based on self-reported membership of the main union confederations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",16.15,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",16.25,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",16.54,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",16.68,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",16.96,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",17.53,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",17.69,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",17.94,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",18.24,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",18.39,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DEU","Germany","FI:8258","ADM-RWO - Records of union federations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",18.84,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",66.98,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",67.55,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",66.74,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",67.36,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",68.19,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",68.46,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",68.84,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",69.01,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",68.72,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DNK","Denmark","FI:621","ADM-RWO - Membership of Workers' Organizations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",68.14,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",7.49,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",7.46,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",7.61,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",6.58,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",5.62,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",9.84,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",11.06,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",10.32,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",9.23,,,,
"DOM","Dominican Republic","BA:3","LFS - National Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",9.2,,,,
"EGY","Egypt","BA:582","LFS - Labour Force Sample Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",23.8,,,,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",12.45,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",12.97,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",13.4,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",13.95,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",14.45,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",15.81,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",17.04,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",17.77,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",17.93,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ESP","Spain","FI:8283","ADM-RWO - Records of main union confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",18.18,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",6.02,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",5.89,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",4.67,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",5.05,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",4.49,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",5.29,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",5.63,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",6.02,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",6.98,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"EST","Estonia","BA:42","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",8.18,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",9.35,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",8.84,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",8.81,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",8.62,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",8.47,,,,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",8.08,,,,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",8.21,,,,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",8.16,,,,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",8.14,,,,
"ETH","Ethiopia","FX:7127","ADM - Administrative records and related sources","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",7.89,,,,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",58.83,"T31:4130","Trade union membership coverage: Refers only to the two main union confederations",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",59.99,"T31:4130","Trade union membership coverage: Refers only to the two main union confederations",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",62.89,"T31:4130","Trade union membership coverage: Refers only to the two main union confederations",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",65.67,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",67.55,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",67.77,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",67.52,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",69.18,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",69.64,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FIN","Finland","FX:59","ADM - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",71.39,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FJI","Fiji","BA:1135","LFS - Employment, Unemployment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",13.18,,,,
"FJI","Fiji","BA:1135","LFS - Employment, Unemployment Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",19.29,,,,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",8.89,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",9,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",11,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",9.03,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",9.03,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",11.31,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",9.13,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",9.11,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"FRA","France","XX:8256","OS - Estimations based on self-reported membership and financial statistics of confederations and independent unions","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",10.76,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",23.36,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",23.16,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",23.14,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",23.33,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",24.57,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",24.94,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",25.51,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",25.89,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",25.72,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GBR","United Kingdom","BA:666","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",26.39,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GEO","Georgia","FI:16049","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",17.88,,,,
"GEO","Georgia","FI:16049","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",19.59,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",16.84,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",17.05,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",17.43,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",17.69,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",16.9,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",15.62,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",15.51,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",15.32,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",15.12,,,,
"GHA","Ghana","XX:16050","OS - Estimations based on administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",14.87,,,,
"GMB","Gambia","BA:7014","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",13.89,,,,
"GMB","Gambia","BA:7014","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",15.07,,,,
"GRC","Greece","EB:1191","Other - Special data collection","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",18.97,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GRC","Greece","EB:1191","Other - Special data collection","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",23.1,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GRC","Greece","EB:1191","Other - Special data collection","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",22.23,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",3.15,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",3.33,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",3.25,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",2.82,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",2.6,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",2.72,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",2.28,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",2.69,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",2.87,,,,
"GTM","Guatemala","BA:660","LFS - Monthly Employment and Income Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",3.36,,,,
"GUY","Guyana","BA:1214","LFS - Labour Force Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",14.01,,,,
"HKG","Hong Kong, China","FI:236","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",26.06,,,,
"HKG","Hong Kong, China","FI:236","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",25.3,,,,
"HKG","Hong Kong, China","FI:236","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",24.3,,,,
"HKG","Hong Kong, China","FI:236","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",24.86,,,,
"HKG","Hong Kong, China","FI:236","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",24.8,,,,
"HKG","Hong Kong, China","FI:236","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",24.67,,,,
"HKG","Hong Kong, China","FI:236","ADM-RWO - Trade unions records","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",24.63,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",2.57,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",1.83,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",3.05,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",3.51,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",2.69,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",3.93,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2011",3.51,,,,
"HND","Honduras","BX:504","HS - Continous Multi-Purpose Household Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2010",2.96,,,,
"HRV","Croatia","EA:811","OE - Trade Union Records and collective bargaining coverage estimations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",20.76,,,,
"HRV","Croatia","EA:811","OE - Trade Union Records and collective bargaining coverage estimations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",21.99,,,,
"HRV","Croatia","EA:811","OE - Trade Union Records and collective bargaining coverage estimations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",24.01,,,,
"HRV","Croatia","EA:811","OE - Trade Union Records and collective bargaining coverage estimations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",26.46,,,,
"HRV","Croatia","EA:811","OE - Trade Union Records and collective bargaining coverage estimations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2013",29.53,,,,
"HRV","Croatia","EA:811","OE - Trade Union Records and collective bargaining coverage estimations","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",27.14,,,,
"HTI","Haiti","BB:14099","HIES - Households Living Conditions Survey","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",1.72,,,,
"HUN","Hungary","XX:8261","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",8.65,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"HUN","Hungary","XX:8261","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",8.29,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"HUN","Hungary","XX:8261","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2016",9.18,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"HUN","Hungary","XX:8261","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2015",9.03,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"HUN","Hungary","XX:8261","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2014",11.01,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"HUN","Hungary","XX:8261","OS - Estimations based on Administrative data, union confederations' self-reported membership and LFS data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2012",12.53,"T31:4129","Trade union membership coverage: Adjusted for the right to unionize",,
"IDN","Indonesia","XX:8294","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2019",12.99,,,,
"IDN","Indonesia","XX:8294","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2018",14.32,,,,
"IDN","Indonesia","XX:8294","OS - Estimations based on Administrative data","ILR_TUMT_NOC_RT","Trade union density rate (%)","2017",14.37,,,,
